listing_id,id,date,reviewer_id,reviewer_name,comments
515749,4134541.0,4/13/2013,4944625,Julie,"The houseboat is located in a quiet,safe, & nice canal. Easy walks to everything you need. I would stay here again if I make it back to Amsterdam. "
515749,4181330.0,4/16/2013,5057493,Carlos,"Staying in a boat in Amsterdam really improved my experience in the city! The boat is super well located, I barely had the need to use public transport. Nice and polite host. Highly recommended! "
515749,4292703.0,4/25/2013,5581202,Jessica,"Staying on the houseboat was one of the highlights of an already wonderful trip. It was spacious, clean and such a lovely experience. The boat is in a very central location, restaurants, shops, cafes and the tram are all very close by. Derk was a wonderful host. We'd love to stay here again on our next trip!"
515749,4427164.0,5/5/2013,4655557,Rosane,"For a first experience with airbnb, we're fully satisfied. We had a great time in Amsterdam on Derk's houseboat. Everything was as expected. just one little ""minus"": <br/>The heat was off (of course, we're in May!!) but with this year's cold spring, it was a bit chilly during the night. Thanks to the extra blanket ! <br/>We haven't got the chance to meet Derk, but his neighbor was waiting for us with the keys, so everything went well. <br/>We certainly would recommand that place, and if we come back to Amsterdam, we'll certainly rent it again. Rosane and Romain/Nyon,Switzerland"
785432,3106041.0,12/17/2012,1577936,Gemma,"Fantastic! location, comfort, privacy, freedom... all under one boat roof. Daan is an excellent host - all you could ask for. really. What you see is what you get and doesn't it look awesome?"
785432,3189695.0,12/30/2012,2473746,Laura,"Daan is an excellent host and very helpfull - The houseboat is fantastic : clean, comfort, good location. I will recommand this location to all my friends. <br/>"
2818,9131.0,9/6/2009,26343,Katja,"You can´t have a nicer start in Amsterdam. Daniel is such a great and welcoming host. The room was really light and charming, so well decorated. Daniel has a great sense of hospitality, he even helped with our luggage and gave us maps and a travelguide. He´s very open minded and helpful. We had a great time, we would stay with him again anytime we´re back in Amsterdam. Daniel made sure we had everything for a great trip, thanks again for the bikes! Hope to see you soon, Daniel!"
2818,12103.0,10/1/2009,40999,Marie-Eve,"Daniel was a fantastic host. His place is calm and clean, and he provided so much information on how to enjoy the amazing city of Amsterdam. Should I return to the city, his place will be my first choice! "
785432,3221509.0,1/2/2013,4140013,Emilie,"Nous étions 5 personnes et nous avons été agréablement surpris par la péniche de Dann.  Elle est très bien située, propre et bien équipée. Nous avons tous apprécié le séjour.<br/><br/>Nous remercions Daan pour son accueil.<br/><br/>Benoîte, Christelle, Faustine, Vincent et Emilie"
515749,4741067.0,5/23/2013,4504364,Leonie,"We loved our stay in Derk's barge. It was so very comfortable and warm, with plenty of room. Lovely hot shower. It was very handy to transport and we had no difficulty finding the local bakery for our croissants. Derk very kindly waited up til our midnight arrival so he could meet us and show us around, and also showed us the rest of the barge which still has its original features.  Would readily recommend Derk's barge and hope we can return some day. We are a retired couple from New Zealand and it was great to have something so different to what we can find in our country."
515749,4769717.0,5/25/2013,1025881,Matthias,"Great place to stay and discover the city. Especially our little ones enjoyed the special atmosphere on the boat. Derk and his wife  gave us a really warm welcome and were very flexible with regards to our requests / check-in, check-out time. Thank you. "
515749,4835983.0,5/28/2013,5436505,Roland,"Highly recommended! We had a very comfortable 3 night stay at this house boat. Fantastic atmosphere, and the location is excellent!"
515749,5076516.0,6/11/2013,2735004,Tina,We had a lovely weekend on the house boat and Derk is very easy going and helpful. <br/>Very authentic and cosy boat. Highly recommend. Enjoy.
515749,5140747.0,6/15/2013,3642188,Cécile,"This houseboat is the perfect place to stay in Amsterdam. Very quiet and peaceful and close to the city center. The houseboat in itself is as stated: very spacious, well furnished and comfortable. Derk was great as a host. At check-in, we came very early in the morning to leave our luggage and did the same at check-out....very convenient. <br/>Cécile "
515749,5511597.0,7/3/2013,6534113,Christopher,Location and setting truly can't be beat. Had a great stay!
515749,5576034.0,7/7/2013,5527856,Emma,Derk Lottman is an absolute gentleman. he was there when we arrived and introduce us to the boat which is charming and full of character. An absolute delight to stay there. The canal is quiet and charming as is the location. Loved Amsterdam. You must try the Bar moustache. We will be back  
515749,5727992.0,7/14/2013,660722,Marina,"The boat is something special! It seems so authentic to live in the houseboat while staying in Amsterdam! There is a lot of space and it's so cosy. And there is everything one can need including hot water, wi-fi and TV) It's 5 min wals to Rembrandt place and 15 min walk to Red Quarter. And you can get to Amsterdam Centraal in 15 min by tram. Many thanks to Derk - everything was just fantastic!"
515749,5882693.0,7/21/2013,1179565,Frances,"We spent 3 nights on this unique houseboat.  It has a great location (we did all museums, canal exploring, central Amsterdam ... on foot) and it is very tranquil.  The boat is very comfortable and well-equipped for self-catering. There are food shops, cafés,<br/>restaurants nearby.  We highly recommend it as part of the Amsterdam experience!  "
515749,5962835.0,7/24/2013,1816228,Stuart,"We spent three night's on Derk's houseboat and absolutely loved it. It was clean, fully equipped and the location was perfect, within walking distance of Rembrandtplein square in one direction and the Van Gogh Museum and  Rijksmuseum in another. The wifi worked perfectly and was surprisingly fast. Derk is a very interesting guy (a violinist with De Nederlandse Opera company) and dropped by twice to make sure we had everything we needed - which we did. It was a quintessential Amsterdam experience that we highly recommend.<br/>"
2818,16196.0,11/4/2009,38623,Graham,"Daniel was great. He couldn.t do enough for us. He has gone to a lot of trouble and added every little touch to his apartment. He can speak 5 languages so that should not be a problem for anyone.<br/>The accomation had everything we needed and was very convienient to the bus and tram."
2818,18095.0,11/23/2009,48138,Klaus,"Daniel has been more then a great host: it was like having an home in Amsterdam!<br/>If friendliness and kindness were not enough, the house was super clean and he provided all the things needed for our staying: maps, timetables, suggestions and tips, even bicycles! The location is easy to get to and from the station and the city center, 24h/24h connection, with a relaxing and serviced neighborhood. And don't worry, he speaks 5 languages if you mind having communication problems. Hope to find other guest like him in the future!"
2818,18286.0,11/25/2009,55661,Michael,"Daniel's apartment and room was spotless. Daniel was very friendly throughout our correspondence and was even waiting for me outside his place when I arrived (late). The apartment is very convenient to the center of the city, and an easy walk to the transportation stops. Daniel is well prepared for any guest, providing me with maps and bus schedules. I would not hesitate to stay here again. Daniel is wonderful host."
2818,24925.0,1/27/2010,33284,Araz,"Daniel was an exeptional host!! We only had a short stay in Amsterdam but Daniel was extremely helpful as he had all the local transport timetables mapped out and ready for us to use. His place was very clean and comfortable. Daniel was incredibly accommodating on our last day in Amsterdam. Our flight wasn't till the evening and he was kind enough to let us leave our luggage for the day and return to pick them up before our flight. TOTALLY, TOTALLY, TOTALLY recommend Daniel's place next time you visit Amsterdam."
2818,31154.0,3/24/2010,82918,Natalie,"No amount of praise for Daniel would be corny or excessive.  His place was comfortable and wonderful, and he is an incredibly friendly and accommodating host.  I felt cleaner, safer, and happier than at any hotel.  A friend and I stayed here, and we loved having the twin beds in the same room.  The shower was luxurious and clean, and Daniel provided us with maps, restaurant recommendations, bikes, and tea service!  I just asked my travel companion ""What else can I say about Daniel's place?"" and he was like, ""OH MAN!  It's one thing to expect breakfast from a B&B, and it's quite another to be chez Daniel.  His command of the nuances of hosting are unmatched."""
2818,35916.0,4/16/2010,97200,Ludovic,"It's the perfect place: clean, safe, noiseless, with a perfect owner.  Moreover with the hash from Island, we were stucked in amstedam and daniel help us a lot. So thanks you Daniel. If you have to come to Amsterdam, choose the Daniel's place and you will enjoy your holidays."
2818,36774.0,4/19/2010,103149,Faisal,"When you reach at Dainel place, be sure that all things are ready to greet you. May it be meticulously made room or spick & span bathroom or well-thought-of information on ""Things To Do"" along with relevant maps & transportation schedule to explore the city to the fullest. Nothing misses out from Daniel's radar.<br/>His pleasing personality with great asthetic sense is just an icing on the cake.We would definately stay with him again.Thanks again for making us feel at home."
2818,39856.0,5/3/2010,112391,Rickey,"Daniel is a terrific host, like one of the other people stated Danile provided me with great maps and recommendations. I would stay with Daniel again anytime. "
2818,45708.0,5/24/2010,79479,David,Daniel was a fantastic host and we would absolutely stay again with him. Everything was as advertised and you can easily get anywhere from his apartment. 
2818,48766.0,6/1/2010,99878,Josh,"Our stay with Daniel was truly one of the highlights of mine and my partner's whirlwind European tour. Not only was the room smashingly decorated (a great example of modern Dutch living), spotlessly clean and serenely comfortable {think Zen), but having Daniel as a point of reference was our key to discovering the city. From the get-go he freely offered advice whenever we had questions about where to go or what to do in Amsterdam. <br/><br/>The room is located at quite a distance from the heart of the city, but we didn't find this hindering. We were able to get to the center in a snap with the two bikes Daniel has available for a minimal charge or via any of the train or bus stops located within a stones throw of his front door. There are plenty of restaurants, cafes and groceries in the area. And staying here is also a great way to see how the locals are living.<br/><br/>I would recommend Daniel's residence to anyone looking for a smart, affordable alternative to hotels or hostels. As a gay couple especially we found him extremely welcoming. <br/><br/>P.S. You can check my YouTube page for videos of our stay in Amsterdam, which includes a peek into the room: (Website hidden by Airbnb)"
2818,54108.0,6/17/2010,131821,Amelia,"Daniel was very accomodating and friendly. It was a little pricey for what it was. The bed was smaller than a dormitory bed, and as a college student, I would know. The neighborhood seemed relatively safe but I did get hassled a few times outside of the apartment. Overall, I was impressed but I probably would stay closer to the city center in the future."
2818,54654.0,6/19/2010,97097,Jenn,Daniel's place was great! We got so much relaxing in. We loved staying there are really appreciated his great hospitality! He gave us great tips on getting around etc. I would recommend his place to anyone traveling to Amsterdam.
2818,58048.0,6/27/2010,147769,Andrew,"Just a short note - my first experience with AirBnB was with Daniel and it was stellar.  Exactly as indicated and advertised, the service was exemplary.  As a person who does a lot of business travelling, I found Daniel to be an informed and professional host.  Much better service than harried business travellers normally recieve.  For example he answered many questions about the local transportation, the scene, and the best way to spend our time.  He also arranged for bikes which is undoubtedly the best way to see the city.  I highly recommend Daniel to anyone considering a trip to Amsterdam, the experience was completely positive."
2818,62552.0,7/8/2010,15745,David,"Daniel was an exceptional host!  I was primarily happy because of the following 3 characteristics:<br/><br/>1) Friendliness and knowledgeability of the host -- Along with my reservation I received very carefully laid out instructions to arrive at Daniel's doorstep and he was right there waiting for me when and where he said he would be.  One evening Daniel invited me to drink a beer with him and he shared his personal story about arriving in Amsterdam years ago and what attracted him to the city.  We also spent time talking about the culture of Holland and how its position as a trading port influenced the ideals of the city.  Daniel had good recommendations for how and when to see various tourist spots and had some alternative recommendations (local pools, bibliotech (library), etc...).<br/><br/>2) Cleanliness of the place -- Daniel's apartment is spotless.  The particular room was very well cared-for and had all of the accessories needed.<br/><br/>3) All the ""little extras"" -- Daniel opened a fresh pair of slippers for me upon arrival.  He also had a nicely laid out tea/coffee set in the room, 3 different tour books about Amsterdam which helped me plan my days, a plastic map which I could carry throughout the adventures, a bicycle available to rent, matching set of shampoo/conditioner/lotion in the bathroom, etc...  an adapter for my US plugs.  Everything was well thought-out and Daniel gave a lot of attention to make sure that the visit was superb."
2818,73222.0,8/3/2010,164729,Michel,"Daniel is a great host. He is a very sweet and courteous person and he seems to truly enjoy hosting guests. His apartment is very tidy and clean and it's not often that you come across such a clean and well organized place (you would have to go 4 stars or higher!). He provides everything the guests could think of (or at least that I can think of): bikes, towels, shampoo, conditioner, shower cap, different maps, guides etc. and he will always be of service when information or recommendations are needed. Daniel is very easy to deal with and it was a pleasure to stay with him.<br/>Thank you Daniel."
2818,74084.0,8/5/2010,171625,Lezle,"We spent two nights at Daniel's and very much enjoyed it. Early on, he e-mailed very explicit directions on how to reach his home and upon reaching there, he had maps and travel guides handy and was available to answer any questions. The room was quiet, comfortable, and meticulous. His place is a bit out of the central area of Amsterdam, but is easily accessible by tram. It was also nice to be away from the crowds and in a local neighborhood. We would thoroughly recommend his place and would stay again when in the area!"
515749,6102263.0,7/30/2013,72642,Will,Great communication by Derk he was quick to respond with any inquiries. The houseboat was really quite large with plenty of room. The bed is very comfortable. The location is very close to the museums however you are a tram ride to the station and some of the main areas of Amsterdam. However their are several tram stops just minutes away from the place.  Highly recommended. 
515749,6150839.0,8/1/2013,4154919,Ty,"Derk's houseboat is the absolute best place to stay in Amsterdam. There's no better way to experience the city than by staying on the end of a quiet canal in a great area, surrounded by restaurants and walking distance to the museums. The houseboat is spacious and comes with all the comforts of home with the added addition of being able to sit up on deck and take in the canal life. Derk was a great host, going over the quirks of the accommodations and surrounding area with us. Can't wait to come back to Amsterdam and stay here again."
515749,6297784.0,8/7/2013,465033,Maarit,"A wonderful place to stay in Amsterdam. We enjoyed the location, quiet but so close to many nice areas to wonder in and eat at. We had a great time and enjoyed relaxing on the boat!"
515749,6373581.0,8/10/2013,1535004,Eleanor,"What a beautiful place to stay!  Really, do stay here if you possibly can - it is a wonderful, spacious boat - plenty of room for two or three people - and on a beautiful canal - a perfect base for exploring Amsterdam. Easy to get to from the center of the city, and a pleasant walk away from the big museums. Derk was very friendly and helpful, even when our flight got in early - a wonderful host! "
785432,3301352.0,1/7/2013,2231747,Lucie & Max,"Wonderful place to stay in the very center of Amsterdam, the house boat is just perfect, cosy and well equiped. You can see the Hermitage Museum and the City hall from the window. We were here in January so we couldn't really enjoy the roof top, it is surely very pleasant in summer time. Daan was very kind and help us with the car, gave us good advice and tips about the city. He was always availlable to help. Thanx a lot truly for these fews days in Amsterdam, on a Houseboat !"
785432,3437158.0,1/29/2013,4578307,Silvia,"It has been amazing to spend a week end in Amsterdam sleeping on a houseboat: a unique experience! <br/>The place is very nice and cosy, the host very kind and always availlable for anything you need. <br/>The boat is really in the heart of the city, a very pretty neighbourhood full of restaurants, bars and shops. Also, the Metro station makes very easy to reach the Central Station and the Airport.<br/>I will definitely come back!!"
2818,87063.0,8/30/2010,175043,Andrew,"Daniel was an excellent host, and I whole heartedly recommend his accomodations. He is pleasant, the place was very clean, and the location was perfect - a 10-15 minute bus or metro ride to downtown and quiet in the evening. On my next visit to Amsterdam, I would absolutely stay with Daniel again. "
2818,91025.0,9/6/2010,105289,Nadia,Daniel is a fantastic host who cares about the details of his guest's stay in Amsterdam. He was a blessing when it came to getting directions of where we needed to go. He definitely comes excellently-recommended!
785432,3450037.0,1/31/2013,1803302,Lacey,We had a great time! Thanks so much for welcoming us to Amsterdam!<br/>It was great fun bragging to our friends in NYC that we stayed on the canal.
785432,3574220.0,2/18/2013,2421794,Marat,"Our experience was amazing! In first, the boat is located in perfect place, near subway and moorings of most popular touristic boat lines. It is really center of Amsterdam. Next advantage is facilities on the boat. At morning you can make a cup of coffee and enjoy it on the boat stern looking at canal and nice buildings and bridge. And finally, just in a few hours you'll have great skill of entering inside boat through the small door :-)"
785432,3614980.0,2/26/2013,4572050,Barbara,"We've been 4 days on the fantastic houseboat - I only can highly recommend it... As from the beginning with making the reservation, through e-mailing back and forth for clearing details etc. and finally leaving the boat at the end of our stay - everything worked out perfectly. We loved the attitude, the welcoming atmosphere and the caring, we felt from Daan throughout the whole time... Even got a hairdryer shortly of our stay at his boat... <br/>All I can say: we are coming back as soon as possible - the next time preferably in spring or summer to take advantage of the terrace for seizing evening time... <br/>Thanks a lot for everything and cu soon again in beautiful AMS-city - with these great shops, restaurants and the Stadthaus (Theatre and Operahouse) just some meters away from the boat... Barbara"
785432,3691290.0,3/4/2013,2009045,Paul&Rebecca,"Daan was a great host and we really enjoyed staying in his houseboat.  Location is very nice, apartment was very clean and comfortable."
785432,3744031.0,3/11/2013,983934,Andrea,"Daan was a super friendly and helpful host. He was very quick to reply to my messages before arrival and also very reliable during the trip.<br/>He had answers to all our questions and adviced us well. Following his recommendation we went to a very nice bar, we would never have found otherwise.<br/>The boat itself is wonderful, as is the location. <br/>It's clean, quite and very comfortable and you reach everything in the city in 10 minutes.<br/>We would go back to stay at Daan's houseboat as soon as we get a chance to. I can highly recommend this place!"
785432,3782902.0,3/14/2013,5155193,Marc,4 jours formidables à visiter une ville formidable ! Attention malgré tout au froid et au vent en mars...
785432,3814495.0,3/18/2013,2036440,Marie,"Super séjour, super péniche!<br/>Clean, bien équipée et parfaitement située. Daan a été super avec nous.<br/>On reviendra! (en été, pour profiter un max de la superbe terrasse)"
785432,3927466.0,3/28/2013,1144382,Maya,"Daan's houseboat was wonderful--GREAT location, clean, completely outfitted for everything you would need, and a lovely rooftop patio for warmer evenings or morning coffee. A fully equipped kitchen allowed us to pick up fresh pasteries, yogurt nd fruit for simple, quick and delicious breakfasts. Daan was incredibly responsive in advance of our arrival, sending great directions and accommodating our early check-in. He also gave us excellent recommendations for dinner both nights that we were there. Highly recommended for a true Amsterdam canal experience."
785432,3944667.0,3/29/2013,1986682,Thad,"Daan's Houseboat was a treat to stay on. Not only was the boat tidy and comfortable, the location and ambiance was spot on. Daan gave a thorough introduction to staying aboard and was a pleasure to meet.<br/>Our group of five was very satisfied with the evening. I look forward to  staying here again."
785432,3954478.0,3/30/2013,5560745,Jeroen,"Leuke boot, hele centrale ligging in Amsterdam (Metro Waterlooplein). Schoon en compleet. Eigenaar is flexibel en relaxed."
785432,4024160.0,4/3/2013,5347016,Chris,"Daan was a great host - helpful and very friendly, which gave us a good impression about the city to start with. <br/><br/>The boat was very spacious, well equipped and amazingly quiet, given there were so much going on outside on the river. There were enough rooms for our group of four adults and two kids. The owner even provided a great collection of DVD titles in his boat so you could always keep yourself entertained. All of us enjoyed the stay very much (my son kept asking me ""when can we go back to our boat?"" when we did our sight seeing there). <br/><br/>The location of the boathouse, as the name indicates, is so central that you are virtually within walking distances to many attractions, Rembrandt House Museum, Heritage Amsterdam (where Van Gogh was exhibited until the end of Apr 2013), Handbags and Purses Museum (the one and only in the world) and many others. I had my best coffee of the trip at a corner coffee shop (Puccini) about 5 min away and the restaurant opposite was equally brilliant (Frenzi)."
785432,4041199.0,4/5/2013,1484609,Andrea,"We stayed two nights with our three teenage boys at Daan's boat. The boat is brilliant - spacious, perfectly located, equiped with everything you might need, clean and comfortable. We even prefered staying in for the meals to going to a restaurant because being on the boat was such a great fun. Daan is really friendly and very helpful. We had a perfect stay and hope to come back soon. "
785432,4230988.0,4/21/2013,4654565,Pat,My family (5 adults and a 3 y/o child) and I had a great time on Daan's houseboat! The houseboat  was a conveniently located and supplied all that we needed. The accomodations are clean and comfortable.  Daan was helpful and friendly.  Being directly on the canal offered us a very unique experience.  Loved it!
